s.1	s.2	s.3	s.4	s.5	s.6	s.7	s.8	s.9	s.10	s.11	s.12	s.13	s.14	s.15	s.16	s.17	s.18	s.19	s.20
prt.11	2.9767009085501	-0.255746473962882	4.16880265030514	2.81598425830878	1.08788972077957	-0.770123306029261	0.635948722588732	-1.28499687602199	-0.0501439988079962	-0.660623640089995	-0.090407018237839	-0.170606442939145	-0.509743415982435	-0.347308225949545	0.686035160764768	-0.633052469062009	-0.0195780958772587	1.23573007862568	0.763021700793878	-1.13892552834405
prt.12	1.87017950851955	1.88852439232799	1.36930518633739	-1.33376102076328	-1.26909154792307	-1.95639488194774	-3.78185712001093	-1.7937114955161	-0.641585263559216	-3.56153104956842	-3.54070819803138	-2.17978071168693	-1.31835029485876	-1.82345823144491	-1.73567757828357	-3.14165460905083	-2.57743688107056	-2.29020561658322	-1.50676850716678	-2.98917525727161
prt.13	2.24734590146244	-0.355066519302533	2.12347877024412	1.90194836900175	-1.20705069724667	-1.30275936838749	-0.622990257469695	-0.692426073370097	-0.436889028422585	-0.644663883545124	-0.765275500952434	0.326601945746137	0.0147068043751435	-0.762078869493297	0.065271803274961	-0.882197502472876	-0.401695462632762	-0.111195320684825	0.437361032293793	-0.585937730756535
prt.14	2.40377124954165	-2.29650410063338	0.490207513579745	-1.0122018749562	-1.92237604547198	-0.616880774726425	-0.976798429694316	-1.03622812170997	-1.92017477895718	-2.07061861536648	-1.12974099931281	-0.892348130915165	-1.57344572697459	-1.64884335545479	-1.81348014010604	-0.974161248734345	-1.56602856179326	-1.11279113393017	-0.903384661001783	-1.52957532773631
prt.15	1.5101222561788	2.56317849692364	1.10723199222014	1.30650067650425	-1.45586697313097	2.4070985521918	-1.26239660912413	1.0215733479126	2.46560815175882	-0.433390562721154	-2.32557633374248	0.427182302189775	0.259691656503304	-1.7191111253185	0.235404431110905	-0.743310624426561	1.46033101845135	0.490841769604184	-0.437432521998943	-2.00647524010267
prt.16	2.14176340626194	-0.523282486099917	3.13547964683817	2.59962120322559	1.05186300516542	-0.116810019833128	-0.315580883647068	-0.50903874756419	-0.0438958964106859	-1.63146380691361	-0.849917244495949	-0.854692474844526	0.221172235960805	0.32543862365455	0.180748861308237	0.557664669133939	-0.175363300120381	0.272256039989012	-0.377557402999673	-0.393967049340478
prt.17	1.28578455799045	-1.22136336181772	3.87520775060552	-0.426202876327379	-0.757111153919963	-1.28409496674387	-2.10362022930762	-0.841640852382099	-0.561221854972872	-1.59312000385571	-1.71334109190243	-0.334986827343067	-0.229774756234421	-0.431916850365635	-2.05145421279743	-0.584592376553989	-1.05663252745519	-0.506321217829813	0.0602433932780944	-2.73227505961038
prt.18	2.3309185284094	2.02081762990906	1.69103828130988	2.94566261072259	-0.817395429441389	-0.245589605171979	-0.91154623063477	-1.0998960501217	-0.0239369762629804	-0.83704624598342	-1.66556867275964	-2.09273125329509	-1.23859911386616	-0.556887902580182	-0.350805704980701	-1.76581883927083	-1.5025138589457	-0.178902143479739	0.375515507324548	-1.11968059133173
prt.19	3.71821701266615	3.24578891530773	3.87542703534895	3.93802099646341	0.780656564416795	0.783631935195635	0.433659285633624	0.141097245759661	0.999706926499089	0.978360046185408	0.869212786454589	0.964854315324335	1.09431114135099	0.00319085177632663	0.393253934048417	1.14889198437247	1.57239368348758	1.62815935463854	2.39981918032665	-0.780422775234593
prt.20	3.6204977739468	3.37091005224455	1.57942538270098	-0.870982159351221	-0.503851429744118	0.404733769298056	-0.62966143487669	-0.67513708760824	0.27366424433614	-1.49627499310122	-0.452473271978923	-1.44125391965214	-0.68785460060203	-0.343449700161422	-0.642549016864636	-1.08428922002616	0.158025749820113	-0.663342041492435	-0.781734532286121	-1.20914086099362
prt.21	3.45415897193215	4.16764885331896	1.06795162535498	3.57675064336953	1.32285390673247	0.407492900529683	0.781625657787931	0.95044562205805	0.112854467689959	0.14145227572085	0.691585656757255	0.483760842532088	1.35868204295687	-0.194461793272043	0.1880609482322	0.748590710569398	0.662125753209187	0.874089095770866	1.70895163747547	1.08442248510229
prt.22	4.65074707606119	4.93278720319817	0.364975538887131	2.89878735565403	0.423860510218732	0.0113507532791271	-0.652369490503656	0.148749627899804	0.98492644917099	-0.91320471889596	0.965379590517505	-0.321882007035493	0.835080754445733	-0.910239449712279	0.941170966672693	-1.16654572724709	-1.06676016794637	-1.46032527903593	0.0629789513185538	-0.411413467819191
prt.23	2.48564583800004	3.30755456721447	2.87521269604412	3.41656859756599	0.0643170045156755	-0.929745667970763	-0.231377230462437	-1.25856197535196	0.282583140749741	0.633044757883077	0.207423448667617	0.742382950387835	-0.716359526743466	0.740112951305469	-0.405814391228078	0.199286585677223	0.705842024786856	0.125443675517528	0.776867359429426	0.487321975268481
prt.24	-0.46793960901406	3.42921239582015	2.04341457300492	0.686600778051883	-0.240708229856147	0.561254538582557	0.381268746285505	-2.38948708488716	0.4216104885631	-1.54599903597057	-1.33807120052266	-0.192881979969542	-0.651464527699702	-0.242947683307735	0.256948425299833	-1.85866971514364	-1.81762807674888	0.1583092440106	-2.03957606017353	-2.45434041264677
prt.25	1.37202609070636	-2.97311002940761	1.52142281920305	-0.48398151624062	-2.11964023454145	-2.99456090576146	-2.07138973275421	-1.61050779693428	-1.41797661059023	-2.31936641458759	-2.8456976135931	-2.05739944425439	-2.22605114683228	-1.97356601653155	-4.16473924644894	-1.53801084014766	-2.72475830123	-2.56640440809347	-1.54684812291619	-3.01405274877002
prt.26	2.80663832794529	2.96214578779975	3.0848529456213	3.68774095121959	-0.642824024603637	-0.207311984397769	-0.055507321868947	1.15970758003347	0.851895914054765	0.214986969579311	-0.504483378327464	0.836463616209772	0.98996265345039	0.107245764048558	0.866404932903718	-0.15436683129822	0.115364873103659	1.29152439029402	0.959879036469827	1.12099147675166
prt.27	4.81379858219198	5.22545174924169	1.72476502476558	0.450316130691155	1.48225857320693	0.310462587130082	0.362910032748001	2.57059943896524	0.357883476828667	0.568058219769605	1.99790028693333	-0.180900999246958	1.63158934998592	1.7175368353232	2.06955220050189	0.850214221491508	1.60118010236812	1.575586170785	1.43343180971987	2.01052121174443
prt.28	2.17889898729967	2.14237810787324	2.68429851851064	4.02822933357455	-0.201066245594477	-0.00940238720109831	-0.349730740139681	1.01850158174461	-0.507164465153826	0.479214191121352	0.085861833547901	-0.93619732706426	-0.597854112001166	0.772533401799572	-0.765133943423634	0.788335617864288	-0.517636037955158	0.202098270910222	-0.639692794851745	0.647700839230648
prt.29	-1.81602879864415	-0.408300123842619	0.0610478110705662	1.83200487029872	-0.396681525996741	-0.133756468563672	0.669661637654303	0.262453075745904	-0.655638763469935	-0.538012515626468	0.750517638836714	0.241984921616625	-1.79681714552096	-1.57196843046617	-1.11303060086766	-1.3925617381165	-0.469284824953421	0.646174149175481	-0.743774730219517	-1.29869148139204
prt.30	4.82542572816028	3.94941929572219	-0.383715582619522	1.03098609654178	1.79299584314748	0.321360184303749	0.376603299962395	0.781678199695785	0.788678271687804	1.2298795825503	-0.274400443145124	1.03490130972262	-0.0959926787344311	1.06296701985919	1.76347519103196	1.19579902155465	0.0981607591939317	0.424287062521936	1.51826631406392	-0.154194412257525
prt.31	2.5582133146409	4.45889536673694	0.770491096673971	2.44475108246591	-0.386979761723351	-0.000429461213154141	-0.810909673664333	-0.0463733561586912	1.27754492001368	-0.564816501913574	-0.646559248614136	1.5003388871274	0.986570550494466	0.346386901108674	0.0230200428724093	-0.193381789763932	-0.307802395468441	-0.0670353243921123	1.34541875297073	-0.480697470345324
prt.32	-1.74527554424531	-0.493406762174747	-0.397862759358472	1.85735876424411	-0.465459265167027	-0.347298947148205	1.38562140834142	0.648127422153981	-0.248703011709698	-0.494436833355102	0.21921640762842	-0.899463623952674	0.0542168978274446	-0.19186454489315	-0.868376993423277	0.145094538053129	0.00721683466385467	-0.25150804727775	-0.568968465469155	-0.319003459824327
prt.33	-2.83981682024132	-1.05444147049588	1.05977015828904	-2.59786902045564	-2.2650037682747	-1.25676815590522	-2.0895948936665	-1.49142124378478	-1.35874924134354	-1.27523514572605	-3.17402976343624	-2.41046378507782	-2.24473208110474	-2.50017726908758	-3.34654207561183	-2.84755496999358	-1.71017942816984	-1.8735313472898	-1.35658377353877	-2.31268444571267
prt.34	3.79794201002442	4.68661158641729	0.0420487762053667	3.84582675811364	1.83462213186527	1.02162236864608	-0.0292277121878545	0.572856238582116	1.55402233354143	1.80245653789984	1.27267658015376	0.656821913839714	1.40028116830537	0.351478291149167	0.69166072916982	0.325809870189542	2.09698204598291	1.34918688006012	1.77059242117058	0.485345024985557
prt.35	3.71543305440793	4.23952129877301	1.11841562967813	3.15671144460654	-0.977747846438573	-0.198790659528448	0.0907194080666252	0.997017025636581	1.40407048523439	0.470015387760243	0.721213278149587	0.157681344834599	0.454303630374506	0.0881482690313322	0.121605533728723	0.541553978831835	0.488157947247353	0.503704388374612	0.279519284957156	0.27664295731176
prt.36	1.13678039556757	1.06076263735396	1.16914740706998	-1.99401687556968	-1.32199810911732	-2.71175169998624	-1.43171986238927	-2.10202448682664	-2.93692605992612	-1.44340693209615	-1.55790740306839	-0.64699749916589	-1.02825205782577	-1.74773011174555	-1.96737314754068	-1.48690408770148	0.0687077386393155	-1.87523835814143	-2.12059492708928	-1.70886637327915
prt.37	4.26174591247539	0.435004836153402	4.9878682432717	1.2527574027818	0.241802448613072	0.418119428274743	1.01311947988444	0.878597327746569	1.31001411140358	1.41059198472235	1.05692114803288	0.833890420872792	1.6685226731171	1.3804868464258	1.72400593558167	1.15658093708583	1.33195503491186	1.68998098661588	2.17594316614474	1.40195830280283
prt.38	2.59523061162999	3.47554189038017	2.86303477111787	2.40405353930353	-0.368341898890906	-0.346860801195341	0.291443157116003	0.447332727099097	0.692906166955633	1.21361984285273	-1.39596267637937	1.050396905375	1.10171876075305	0.210096887845845	-0.0101326933640691	-0.127060891873429	-0.187142415180186	-0.0480334655876788	0.790302464372261	-0.015905786893242
prt.39	3.47978419613158	2.90195996023252	3.28807050853341	3.97621626598619	0.217585527269054	-0.644066132192292	0.494661878305635	0.137338393823037	-0.116369937148118	-0.39772923372843	0.157356506056107	-0.665885607430714	-0.210011941860163	-0.192677129526656	-0.488341175512843	-0.228912356743224	-0.383774276488071	-0.7716539783763	1.11879836929278	-0.0649365430385308
prt.40	-2.12474684701563	-2.01370322335692	1.42090343690364	0.56777015083834	-1.89861234227973	-1.60368349403365	-3.01882632613748	-1.95302190291522	-3.15812284832523	-3.16267349715061	-2.08626888065773	-2.21035301408423	-2.17075195839421	-2.36126696118238	-2.75991428969874	-2.74538784779152	-2.07067847078252	-1.97285156959463	-1.44597405574746	-2.17866552438646
prt.41	0.556653577541022	3.3293461375437	3.62028992232228	4.0732228141492	0.973621890088588	0.543378600081379	0.365978638588285	0.112348297121692	-0.297751376350073	0.0677095568091426	-0.696521027307093	0.574777181143965	0.574775696649175	-0.443410696910537	0.920504970734361	0.414464201681177	-0.230849682127355	0.571412616582786	1.04420262564986	0.922079241508768
prt.42	3.37465022083547	2.04932794078701	2.63082586994532	3.51447831601328	1.33434796390921	1.41723093805948	0.257076876551211	0.647256119083158	0.772270713905065	-0.362652962832433	-0.567854170292455	-0.0706561612743367	-0.407181097573696	-0.280018814456575	0.12585505400225	-0.372713591385557	1.64964913417148	-0.0394534567043891	1.09709597230974	-1.14080299790662
prt.43	5.65974649327208	4.14142279684577	3.85810808640301	4.75062708643741	1.1815238352235	0.36624484260922	1.79678525787616	1.78265390970681	1.99394872348578	1.49025070213654	1.78762665767606	1.33381538079399	1.88193221790316	1.76928811295591	0.349226951827675	0.844975926037358	1.04466066039468	1.942427159535	0.618375207766587	0.262405427680718
prt.44	3.39705428522748	1.05171551891435	2.38857305032107	3.67787329030692	1.55101338198168	1.7515560755199	0.482868581775507	0.619657260305163	2.16729546190902	1.62393263823756	1.62825276091366	2.5775163685819	1.15963979826466	0.797470199698934	1.39989560139262	2.29516188475707	0.629358451528565	0.703111876805159	0.846163006228423	1.59436685738989
prt.45	3.00246680772081	3.64444062358573	3.81016627528486	3.20064296190652	0.0890067883761676	-0.208891134992812	0.0506723614574835	-0.0138261839524743	0.991791493014517	1.71624323988712	0.27006479715414	-0.361382121382336	0.175085788536659	0.0579650926983723	0.221193144572823	-0.269805229150954	0.790755018305784	0.500990037444141	1.57996115694577	-0.0331568033079377
prt.46	2.826671801444	-1.09692913835518	2.58639704232862	-1.2798509719165	-0.202142195215791	-0.421440332540641	-0.362168147126084	-1.12429843778316	-0.329455563331322	-1.94193321505	-0.674551107279924	1.28041708989973	-1.47180527186756	0.101732809656337	-0.881322631573999	-1.18889379145883	0.64141725846162	0.870586234762198	-0.00323225774764874	-0.208778140035398
prt.47	3.97032477157699	4.44538893983027	4.49571372883486	4.06827753485112	0.872919687707443	0.570385033042693	0.62270075202771	0.839034840508389	1.16758871494951	1.60383363139745	0.64990635030468	1.0339442159406	1.25426742927776	0.948861251237154	1.10477744249361	1.50407771790917	0.607008397797109	0.816829594939718	0.352984765066333	0.964180670475985
prt.48	0.440381487860369	2.61200443771678	-0.370145117192191	2.90378805006378	0.177079483765255	0.69125141739666	0.085048208479656	-1.09814527257608	1.1426594898151	-0.0601226461734821	0.479545632936782	0.0624299283645218	0.49400392710541	-0.123393509326196	-0.0319149466663624	0.393810521989052	-0.150396344200935	1.04244107980838	0.573890387398809	1.2388801614242
prt.49	-1.16603574986347	2.00282808570777	2.38436648179953	1.59606187229329	-0.861225578741913	-2.00960474322987	-0.939180885698273	-1.16396846271561	-1.19145464240744	-0.819510563034089	-1.03904048984204	-0.915739063097328	-1.15334352302503	-1.09935948725721	-1.92764313668006	-1.17495473221146	-1.52907184525818	-2.06766467968182	-1.21859214327465	-0.879253904246217
prt.50	2.34024064130815	3.32841242968298	0.298459514563562	0.578603433721918	-0.207859265139946	-1.35295735808918	-3.27315939124707	-2.9155140078867	-0.377309428697255	-0.899921226200255	-3.03547963379845	-2.83268632313925	-1.97202562764843	-3.02702543273878	-1.53592281485054	-1.90812646673452	-1.28666643308766	-2.17025283228642	-2.43779758319779	-0.222455046954095
prt.51	2.35289567074521	2.02675775222805	1.76282556608626	1.46205546036999	-1.2631267197761	0.516672887459871	-0.0587057156128574	-0.540200186112805	0.830193357584622	2.15785388035753	0.881699174364127	-3.08492865900025	-1.5050879423056	0.250898599739182	-0.56408650565108	-2.42947048742357	1.22183937976611	-0.158532368375	-1.00022681718667	-1.60220808172803
prt.52	-0.206768312494958	2.01333977525072	2.42939923181718	0.483198112130934	-0.921398625354216	0.291023666977632	0.101379434357241	-0.316290657214038	0.394057938646797	0.206257645453835	-0.205684716569777	-0.135417736612413	-0.01242543031396	-0.39282651473851	0.738509995643346	0.00583742928878976	-0.124828666513365	-0.0636402495337183	-0.0453211481210141	-0.214314630021633
prt.53	3.65584507477325	3.20696362315288	4.7103503321661	4.67243047150958	0.137299118347135	0.357625175190893	-0.0431232499737752	0.757457159599532	0.86522726054493	1.27598475312565	1.34961304771592	1.45218947345675	1.95102010602149	3.18925707879457	-0.906936006641093	2.9135939686102	0.699930921034674	1.29327058701761	0.218785341539513	1.80666880531404
prt.54	2.74270470427603	3.05480438206009	3.21846596937617	2.64831469372541	0.0919126825128229	-1.63269849015728	1.10265002073458	-0.106424719045119	-1.00663721494311	-1.81912406725982	-0.466778670324499	0.246154946932919	-0.4441828269527	-0.27919610742384	0.21363805032417	-0.306852074272766	-0.133407220043401	-0.228885690867214	-0.00886539588372859	0.3405545682601
prt.55	-0.321605769339153	-2.36232981637558	-0.717762990961816	1.83850236276524	-3.82162399255975	-2.65989894667729	-3.58934549000945	-2.21613558210248	-4.2361281531732	-1.17859201005406	-3.94532198739711	-1.73355907361374	-3.67463603840205	-1.15103587034011	-2.42597557810842	-1.69753548555007	-1.77597187950046	-1.69273270631633	-2.97333941907476	-1.37218942321947
prt.56	2.8062232054712	3.1160817097717	1.97778637565708	-0.510773209976588	-0.0219128960688332	-0.859290788831487	-0.145308346267507	-1.19034267317096	-0.778288342200611	-0.152248235041651	-0.16694495541709	-0.216057852636228	-1.35238157291891	-0.417336047561451	0.337121936474729	0.210550554181596	-0.436629633744032	0.372496825829348	-1.34843643865547	0.250644832083244
prt.57	2.63172811267461	3.13020634965143	3.41875309156942	0.853633036539	0.881008017018373	0.548601795798345	0.779594116513004	1.49032899802997	1.16312973469942	0.788765962777724	0.42411334815276	0.410948652561982	0.937697862355009	0.486267479936926	-0.644560798514779	0.866943702457873	-0.169969209156964	0.347910256056683	0.498450693489785	-0.370064019178796
prt.58	1.71014342052975	2.45789879316047	2.41211436205412	1.70699077441182	-0.969006054308657	0.433012752966132	0.483756272566094	-1.77136712417834	0.182042411573183	-1.42392159363634	-0.920748014309939	-1.15250557707565	-1.50209172421133	-2.03697420850823	-2.13633916316467	-0.683263235819571	-0.324771811923459	-0.294087519393224	-0.339510733027419	-0.46998801767764
prt.59	4.89978706904927	4.67870131861364	4.78343528647547	4.7802255334442	0.892273827704379	1.84452485310231	1.14187951809225	1.11530886721407	1.77100089492238	1.48061529740429	0.907405356583438	1.97640090142327	1.11863576063398	1.23853839009271	1.13674869056213	1.48784055056861	1.41952327147579	1.51694362350729	1.01237015248671	2.0960437902709
prt.60	2.27650197553361	2.37115526914174	1.94813920177518	2.02778382490621	-0.999263555421034	-1.35867585292441	-1.88936245186998	-1.1100191942462	-0.90298949420499	-1.4142465955123	-1.26938303920501	-0.716047914489897	-1.13371068711585	-2.36286693821081	-0.663152858933976	-1.24238699454793	-0.244728905847292	-1.23107199517541	-1.35544396767484	-0.653876013136939
prt.61	2.33900912284271	1.51719202092164	0.131816790617867	0.950955178590417	-1.65814996526036	-1.50656861029935	0.371912913223551	-2.59549143077015	-0.899023854274365	-1.12847292178883	-0.477087162291664	-2.05840976160793	-2.95710161399598	-1.75466511610167	-2.30247690384613	-1.66837861086865	-1.08684229765278	-0.973518805615033	-2.4608085039123	-1.58128384707975
prt.62	2.70563188830262	3.22212796806657	2.59374025002478	3.0724697927175	0.842613435843379	0.434319474867253	-0.226438945256738	1.04775352467983	1.63015557627931	-0.164701680976346	0.431117486986887	0.462186715800629	1.19043534830552	0.758270861736774	-0.08402275316106	0.129679373897822	-0.181464129867512	-0.0335103229489414	1.01946649713723	1.57877416999609
prt.63	1.86469638020124	2.14138716685977	1.51811341321326	2.46598603647416	0.556682464941762	-1.59479882210238	-0.184413286857235	-0.688173918164116	-0.895798365345227	-0.285595481147806	-0.416409692338353	-0.300277311067262	0.215835610702687	-0.480874644670997	0.255345189609889	0.268137513886565	0.246985818645611	0.0682124801110365	-0.652374418365116	-0.215857630002391
prt.64	1.36628400335476	3.01462903824534	3.80117132591142	4.17005487131676	1.76735487082237	0.613890713257842	1.58774287159638	0.573482737861253	1.59402388479233	1.75363644818295	1.4712956757716	0.397700109627278	0.165087029201499	1.0616605291187	1.03189378410027	1.73352816707372	1.33512259988396	1.59916130214289	0.946807899159652	1.95350046206898
prt.65	2.91419900601148	-0.0363694789574698	3.14689870467724	3.43015389204408	-0.772106146844733	-0.514323102235898	0.504566051439252	-1.1622621779702	-0.732013992308124	-0.250585236971848	-0.779305556148588	0.504333456698903	0.134208836983592	0.492322158919035	0.343596561456595	0.594962899107246	0.713064174114208	0.926704653468362	0.335536028582193	0.802335513841397
prt.66	-0.179397671465443	1.52552750256238	0.926823777043904	0.26105832337065	-2.44588331584413	-2.44534315302966	-2.73061964655571	-2.32375603336124	-2.14926098908404	-3.37267796328567	-2.42818211934514	-2.17856824251938	-2.41141974661665	-3.21432045798826	-2.10448559548801	-1.78803749956504	-3.29777866096783	-2.52187507741796	-2.7959615346697	-3.25381387679387
prt.67	-0.0758321419540858	1.24348423215034	2.10081467208615	1.08030805113492	-0.497407790284446	-2.63986348733392	-0.134669101363012	-0.990420321088186	-1.5493220791319	-0.832073604608935	-0.0132814268470956	-0.352177554738336	-1.08405568112683	0.0894453994435932	-0.520699264494919	-0.165006754334775	-1.57891881032735	-1.36959193597161	-0.68342439433653	-2.08485993562982
prt.68	4.42778327412889	2.70443882918815	2.19691123008125	1.93480176584877	-0.531035504016775	-1.78317585007301	1.04703249334902	0.0925631698095803	-1.08498806949059	0.205398778400172	-0.870933291596954	0.641826500780625	1.34041078281392	-0.485015035152931	0.932919073646015	0.626708811577175	-1.29415464489068	-0.793597892533498	-0.315354647334755	-0.857139799747332
prt.69	3.13108577646105	2.80070439805896	2.84307109468471	2.62616616197079	0.0674084775910216	0.159408226963024	0.444134288414399	-0.018875493980879	-0.209380347144159	0.118848460230773	1.29655954862372	-0.561928018307857	1.00869177608669	-0.0991054248484289	-0.530298820884776	0.814311695267216	-0.1819986917556	-0.984145028585564	-0.32310247387564	-0.187109473754223
prt.70	3.3703476600009	-1.35541450166927	1.61594791113733	1.34029140573746	-0.665846131696281	-1.05481567670246	-0.94200860514291	-1.92041893137636	-1.0447942305879	-1.50198729853604	-1.09203716317184	-0.302091283137496	-0.323720221930892	-0.723593409997014	-0.733225965718725	-0.861706666238205	-1.09693680309288	-0.954559541758263	-1.21252345322983	-0.90603409174658
prt.71	1.9063700415621	2.71622616599644	1.46168574590788	-1.16969155114889	-0.628610248347828	-1.41856512432796	-0.0978766941782889	-1.04719905776179	-1.10637926360433	-0.695244858056147	0.0720702208796848	-0.530259516864859	-0.506875259006039	-0.972662844847895	-1.14467851552798	-1.5428117155757	-0.656049892940949	-0.477388294062351	-2.10967691054491	-1.20167945878176
prt.72	1.203205514004	0.773473152200574	1.58328078255784	0.796930938626074	-2.75579371814308	-1.10328969841765	-1.12532649312166	-1.746623381067	-1.03830271046547	-1.22063187778764	-2.2020875427245	-2.02877308484945	-2.02969134820137	-3.66667498295816	-0.851056555962968	-1.1029434379907	-1.27156789957759	-1.86464989016573	-1.80858287912753	-2.15485173697579
prt.73	2.55896896699171	1.80246209304706	2.0134118582915	1.49925630976488	-1.43516065907561	-1.33589154565373	-1.38958349102472	-1.01282596408102	-1.1988615770101	-2.3370850172666	-0.311657482484598	-1.85676812013655	-0.0538472376758457	-0.776000553246417	0.187301448656737	-0.928954091999161	-1.19797189721117	-1.04341072900432	-1.13618612050984	0.640543659495684
prt.74	4.25239668334699	4.52033812582234	3.75671036032186	3.47565914710175	1.45946192273684	1.3730719335621	0.98614464286551	1.22350785098543	1.83138910031681	1.33553232254017	0.914854130899075	-0.28919044707299	1.33868767772642	1.92569994683252	1.10959303648427	1.17878805702101	1.43517037945597	1.53914835224602	-0.790849152841295	2.58907162393993
prt.75	2.32010212684062	3.7028415982703	1.82381789429038	3.60312597169889	1.49727075708242	0.328031165461283	1.51675764898737	-0.034709755564758	0.589060570320904	-0.20665548426489	1.33368126412498	0.467375373153366	1.37953000165507	-0.0219652613687015	-1.09739091705224	0.491837985757939	0.700965688150325	1.48681247571438	-0.0971876073307174	0.581640518202074
prt.76	1.88971172171589	3.63924480435915	2.94887070804881	2.29483851820125	0.532547342419297	-0.709547149880238	-0.581791720699356	-0.124042914497169	-0.171161823483338	0.369007001213563	0.105877571970049	0.0723058276578301	-0.911905964044418	0.254084190923008	-0.213238575035765	-0.170645280147945	1.1539570879491	1.01443486733925	-0.597998061608037	1.49381755499216
prt.77	1.2994251592102	-2.47730514123246	1.51687764324162	1.46301444941952	-1.17029817029674	-2.4262008132356	-1.12961815490658	-1.03134590781024	-1.78178388203044	-1.12701038118414	-1.34901215975322	-2.44079407208731	-1.19924146973957	-1.88288007352729	-0.707704190658716	-2.73825874019959	-2.03963552178694	-1.99198400443625	-1.89667620977592	-2.04529924641148
prt.78	-1.79466020380802	3.01451184184583	2.74559980116412	2.4889851006293	-0.747426317823694	-1.32637058125263	-0.607230033578847	-0.740824027857295	-0.716711783159862	-0.426733755333206	-1.14953325313171	-0.814162761434606	-0.769091158326681	-1.06843140973491	-0.346955281883435	-1.48582545744364	-0.830806683537226	-0.672280002844069	0.219778976760678	-0.694648235693503
